id,group,games_played,retained_1,retained_7
6768008,B,147,TRUE,FALSE
6768045,B,158,TRUE,FALSE
6768145,B,16,TRUE,FALSE
6768269,B,1,FALSE,FALSE
6768571,A,5,FALSE,FALSE
6768838,B,5,TRUE,TRUE
6768996,A,11,FALSE,FALSE
6769006,A,9,FALSE,FALSE
6769317,A,355,TRUE,TRUE
6769438,A,38,FALSE,FALSE
6769571,A,24,FALSE,FALSE
6769798,A,3,FALSE,FALSE
6769837,B,26,FALSE,TRUE
6770041,A,3,FALSE,FALSE
6770099,A,17,TRUE,FALSE
6770156,A,35,FALSE,FALSE
6770178,A,15,FALSE,FALSE
6770197,A,9,FALSE,FALSE
6770319,A,5,FALSE,FALSE
6770321,A,9,FALSE,TRUE
6770347,A,2,FALSE,FALSE
6770455,A,422,TRUE,TRUE
6770812,B,16,TRUE,FALSE
6770941,A,14,FALSE,TRUE
6771011,B,4,FALSE,FALSE
6771201,B,10,FALSE,FALSE
6771273,B,11,FALSE,FALSE
6771484,B,1,FALSE,FALSE
6771489,B,2,FALSE,FALSE
6771560,A,1,FALSE,FALSE
6771802,B,28,TRUE,FALSE
6772229,B,11,TRUE,FALSE
6772276,B,0,FALSE,FALSE
6772309,B,4,FALSE,FALSE
6772452,B,679,TRUE,TRUE
6772485,A,0,FALSE,FALSE
6772573,B,90,TRUE,TRUE
6772690,B,27,FALSE,FALSE
6772692,A,44,TRUE,FALSE
6772756,B,1,FALSE,FALSE
6772829,B,121,TRUE,TRUE
6772855,B,21,TRUE,FALSE
6772965,B,16,TRUE,FALSE
6773107,A,7,TRUE,FALSE
6773159,B,56,FALSE,TRUE
6773317,A,12,FALSE,FALSE
6773328,A,19,TRUE,TRUE
6773429,A,319,TRUE,TRUE
6773464,A,47,FALSE,FALSE
6773536,A,43,FALSE,TRUE
6773715,B,323,TRUE,TRUE
6773763,A,41,FALSE,FALSE
6773901,B,1,FALSE,FALSE
6773991,A,16,TRUE,FALSE
6774311,A,27,TRUE,FALSE
6774402,B,3,FALSE,FALSE
6774409,A,37,TRUE,FALSE
6774438,A,3,FALSE,FALSE
6774520,B,0,FALSE,FALSE
6774567,A,16,FALSE,FALSE
6774770,A,1,FALSE,FALSE
6774917,A,38,TRUE,FALSE
6774957,A,113,TRUE,TRUE
6775015,A,60,TRUE,FALSE
6775042,B,144,TRUE,TRUE
6775112,B,16,TRUE,FALSE
6775408,A,14,FALSE,FALSE
6775493,B,46,FALSE,TRUE
6775686,A,7,FALSE,FALSE
6776001,B,74,TRUE,TRUE
6776088,B,7,FALSE,FALSE
6776257,A,187,TRUE,TRUE
6776356,A,40,TRUE,FALSE
6776390,A,46,TRUE,FALSE
6776651,B,2,FALSE,FALSE
6776679,B,4,FALSE,FALSE
6776747,B,46,TRUE,FALSE
6776919,A,3,FALSE,FALSE
6777257,B,10,FALSE,FALSE
6777315,A,13,FALSE,FALSE
6777420,B,44,TRUE,FALSE
6777493,B,29,TRUE,FALSE
6777521,B,73,TRUE,FALSE
6777584,B,114,TRUE,FALSE
6777593,B,2,FALSE,FALSE
6778041,A,7,FALSE,FALSE
6778196,A,2,FALSE,FALSE
6778459,B,26,TRUE,FALSE
6778873,A,58,TRUE,TRUE
6778884,B,61,TRUE,TRUE
6778902,B,27,TRUE,FALSE
6779091,A,119,TRUE,FALSE
6779209,B,22,TRUE,FALSE
6779796,B,53,TRUE,FALSE
6779853,A,4,TRUE,FALSE
6779866,B,72,TRUE,TRUE
6779961,B,125,TRUE,TRUE
6779971,B,4,FALSE,FALSE
6780115,B,17,FALSE,FALSE
6780188,B,214,TRUE,TRUE
6780194,A,1,FALSE,FALSE
6780419,B,11,FALSE,FALSE
6780725,B,26,TRUE,FALSE
6780988,B,0,FALSE,FALSE
6781020,A,100,TRUE,TRUE
6781022,A,48,TRUE,FALSE
6781059,B,13,FALSE,FALSE
6781100,B,19,FALSE,FALSE
6781125,A,118,TRUE,FALSE
6781175,A,4,FALSE,FALSE
6781254,A,3,FALSE,FALSE
6781418,A,4,FALSE,FALSE
6781429,A,78,TRUE,FALSE
6781455,A,116,TRUE,TRUE
6781478,A,6,FALSE,FALSE
6781515,A,3,FALSE,FALSE
6781561,B,15,FALSE,FALSE
6781670,B,9,TRUE,FALSE
6781871,B,44,TRUE,FALSE
6781878,B,12,FALSE,FALSE
6781903,B,41,TRUE,TRUE
6782029,B,449,TRUE,TRUE
6782117,A,6,FALSE,FALSE
6782219,A,11,TRUE,FALSE
6782311,A,41,TRUE,TRUE
6782386,B,435,TRUE,TRUE
6782390,B,14,FALSE,FALSE
6782417,A,1,FALSE,FALSE
6782452,B,194,TRUE,TRUE
6782510,A,0,FALSE,FALSE
6782535,B,6,FALSE,FALSE
6782546,B,2,FALSE,FALSE
6782713,B,17,TRUE,FALSE
6782905,A,35,TRUE,FALSE
6783022,A,180,TRUE,TRUE
6783093,A,28,TRUE,FALSE
6783128,A,35,FALSE,FALSE
6783310,A,5,FALSE,FALSE
6783407,A,99,TRUE,FALSE
6783439,B,9,FALSE,FALSE
6783460,A,25,TRUE,FALSE
6783561,B,0,FALSE,FALSE
6783668,B,6,TRUE,FALSE
6783918,A,2,FALSE,FALSE
6783994,B,17,TRUE,FALSE
6784099,A,4,FALSE,FALSE
6784107,B,54,FALSE,FALSE
6784219,B,1,FALSE,FALSE
6784275,A,7,FALSE,FALSE
6784349,B,5,FALSE,FALSE
6784388,A,6,TRUE,FALSE
6784737,A,20,FALSE,FALSE
6784796,A,278,TRUE,TRUE
6784837,A,5,FALSE,FALSE
6784859,A,39,TRUE,FALSE
6784969,B,5,FALSE,FALSE
6784980,B,1,FALSE,FALSE
6785111,B,4,FALSE,FALSE
6785150,B,1,FALSE,FALSE
6785181,A,37,FALSE,TRUE
6785645,A,1,FALSE,FALSE
6785820,A,119,TRUE,TRUE
6785921,A,19,FALSE,FALSE
6786209,B,21,FALSE,FALSE
6786234,A,26,TRUE,FALSE
6786285,B,110,TRUE,TRUE
6786439,A,19,FALSE,FALSE
6786501,A,5,FALSE,FALSE
6786653,A,44,FALSE,FALSE
6786670,A,173,TRUE,FALSE
6786799,B,42,FALSE,FALSE
6786804,B,43,FALSE,FALSE
6786870,A,51,TRUE,FALSE
6786986,B,8,TRUE,FALSE
6787020,A,11,FALSE,FALSE
6787024,B,7,FALSE,FALSE
6787171,A,140,TRUE,FALSE
6787203,B,52,TRUE,FALSE
6787420,A,22,FALSE,FALSE
6787540,A,33,FALSE,FALSE
6787542,B,0,FALSE,FALSE
6787559,B,82,TRUE,TRUE
6787585,B,1,FALSE,FALSE
6787655,A,65,FALSE,TRUE
6787694,A,24,TRUE,FALSE
6787713,B,13,FALSE,FALSE
6787976,B,242,TRUE,TRUE
6787990,A,13,FALSE,FALSE
6788003,B,5,FALSE,FALSE
6788300,A,4,FALSE,FALSE
6788323,B,99,TRUE,TRUE
6788366,A,125,TRUE,FALSE
6788648,A,5,TRUE,FALSE
6788657,A,9,TRUE,FALSE
6788714,B,25,FALSE,TRUE
6788729,B,5,FALSE,FALSE
6788760,A,0,FALSE,FALSE
6788926,B,56,TRUE,FALSE
6788985,B,28,TRUE,FALSE
6788998,B,24,TRUE,FALSE
6789001,A,7,FALSE,FALSE
6789091,B,4,FALSE,FALSE
6789279,A,31,FALSE,FALSE
6789309,B,1,FALSE,FALSE
6789335,A,12,FALSE,FALSE
6789346,A,305,TRUE,FALSE
6789454,A,9,FALSE,FALSE
6789574,B,52,TRUE,FALSE
6789607,B,72,TRUE,FALSE
6789619,A,29,TRUE,FALSE
6789790,B,6,FALSE,FALSE
6789808,A,13,FALSE,FALSE
6789869,B,1,FALSE,FALSE
6790005,A,5,FALSE,FALSE
6790079,B,2,FALSE,FALSE
6790121,A,40,TRUE,TRUE
6790203,B,22,FALSE,FALSE
6790288,B,33,TRUE,FALSE
6790334,A,35,TRUE,FALSE
6790495,B,3,FALSE,FALSE
6790581,A,54,TRUE,FALSE
6790601,A,9,FALSE,FALSE
6790683,B,20,TRUE,FALSE
6790801,A,138,TRUE,FALSE
6790967,A,9,TRUE,TRUE
6790974,B,18,FALSE,FALSE
6791029,A,35,FALSE,FALSE
6791151,A,75,FALSE,FALSE
6791187,A,2,FALSE,FALSE
6791277,B,0,FALSE,FALSE
6791628,B,1,FALSE,FALSE
6791712,B,6,FALSE,FALSE
6791738,B,10,TRUE,FALSE
6791858,A,1,FALSE,FALSE
6791950,A,41,TRUE,FALSE
6792193,B,8,FALSE,FALSE
6792435,B,34,TRUE,FALSE
6792437,A,18,FALSE,FALSE
6792465,A,4,FALSE,FALSE
6792611,A,76,FALSE,FALSE
6792690,A,19,FALSE,FALSE
6792804,B,8,FALSE,FALSE
6793097,A,9,TRUE,FALSE
6793355,A,20,TRUE,FALSE
6793383,B,21,TRUE,FALSE
6793405,B,8,FALSE,FALSE
6793495,A,124,TRUE,TRUE
6793592,B,2,FALSE,FALSE
6793612,A,4,FALSE,FALSE
6793719,A,2,FALSE,FALSE
6793724,A,6,TRUE,FALSE
6793758,A,41,TRUE,FALSE
6793950,A,40,FALSE,FALSE
6793965,A,35,TRUE,TRUE
6794250,A,2,FALSE,FALSE
6794295,A,139,TRUE,TRUE
6794609,B,6,FALSE,FALSE
6794657,A,7,FALSE,FALSE
6794745,A,10,FALSE,FALSE
6794848,A,23,TRUE,TRUE
6794939,A,12,TRUE,FALSE
6795078,B,48,FALSE,FALSE
6795241,A,35,FALSE,TRUE
6795257,B,45,TRUE,TRUE
6795377,B,13,TRUE,FALSE
6795480,A,8,FALSE,FALSE
6795537,B,9,TRUE,FALSE
6795643,B,9,FALSE,FALSE
6795791,B,38,TRUE,FALSE
6795793,A,11,FALSE,FALSE
6795879,A,20,TRUE,FALSE
6795902,A,103,TRUE,FALSE
6795971,A,1,FALSE,FALSE
6796030,A,17,FALSE,FALSE
6796168,B,84,TRUE,FALSE
6796218,A,64,TRUE,TRUE
6796283,A,258,TRUE,TRUE
6796310,B,394,TRUE,TRUE
6796346,A,20,FALSE,TRUE
6796360,B,6,FALSE,FALSE
6796376,A,99,TRUE,FALSE
6796434,A,4,FALSE,FALSE
6796478,B,520,TRUE,TRUE
6796555,B,13,TRUE,FALSE
6796647,A,7,FALSE,FALSE
6796849,A,28,FALSE,FALSE
6796923,A,1,FALSE,FALSE
6797487,B,0,FALSE,FALSE
6797518,B,45,TRUE,FALSE
6797608,A,214,TRUE,FALSE
6797960,A,18,FALSE,FALSE
6798096,B,116,TRUE,FALSE
6798164,B,2,FALSE,FALSE
6798271,B,224,TRUE,TRUE
6798351,A,6,FALSE,FALSE
6798397,A,87,TRUE,FALSE
6798461,A,27,FALSE,FALSE
6798615,A,3,FALSE,FALSE
6799273,B,33,TRUE,FALSE
6799605,A,15,TRUE,FALSE
6799657,B,8,FALSE,TRUE
6799711,B,0,FALSE,FALSE
6800178,B,16,FALSE,FALSE
6800234,A,3,FALSE,FALSE
6800244,B,1,FALSE,FALSE
6800251,A,2,FALSE,FALSE
6800315,B,13,FALSE,FALSE
6800423,A,17,TRUE,FALSE
6800600,A,4,FALSE,FALSE
6800762,A,1,FALSE,FALSE
6800895,A,24,FALSE,FALSE
6801070,A,80,TRUE,FALSE
6801285,B,12,FALSE,FALSE
6801342,A,8,FALSE,FALSE
6801418,B,7,FALSE,FALSE
6801781,A,33,TRUE,TRUE
6801795,A,8,FALSE,FALSE
6801797,B,2,FALSE,FALSE
6801811,B,57,TRUE,FALSE
6801839,A,12,FALSE,FALSE
6801870,B,9,FALSE,FALSE
6802005,B,6,TRUE,FALSE
6802053,A,11,FALSE,FALSE
6802431,B,37,FALSE,TRUE
6802451,A,230,TRUE,TRUE
6802468,B,95,TRUE,TRUE
6802532,A,460,TRUE,TRUE
6802574,A,37,TRUE,FALSE
6802642,B,0,FALSE,FALSE
6802680,B,4,FALSE,FALSE
6802694,A,0,FALSE,FALSE
6802768,B,4,FALSE,FALSE
6802984,A,19,TRUE,TRUE
6803008,B,54,TRUE,FALSE
6803040,B,42,FALSE,FALSE
6803099,B,9,FALSE,FALSE
6803411,B,1,FALSE,FALSE
6803498,B,90,TRUE,FALSE
6803612,B,89,TRUE,TRUE
6803731,B,24,TRUE,FALSE
6803853,B,89,TRUE,TRUE
6803903,A,2,FALSE,FALSE
6803933,B,63,FALSE,TRUE
6804410,A,6,TRUE,FALSE
6804618,A,10,FALSE,FALSE
6804873,A,167,TRUE,TRUE
6805097,B,103,TRUE,TRUE
6805128,B,18,FALSE,FALSE
6805199,B,21,TRUE,FALSE
6805311,A,46,TRUE,FALSE
6805346,A,101,TRUE,FALSE
6805616,A,106,TRUE,FALSE
6805617,A,40,FALSE,FALSE
6805765,B,18,FALSE,TRUE
6805845,A,12,TRUE,FALSE
6805855,B,2,FALSE,FALSE
6805897,A,272,TRUE,TRUE
6806135,B,48,TRUE,FALSE
6806243,B,0,FALSE,FALSE
6806251,B,5,FALSE,FALSE
6806409,A,35,FALSE,TRUE
6806464,B,12,FALSE,FALSE
6806478,B,34,TRUE,FALSE
6806763,B,47,TRUE,FALSE
6806810,A,18,TRUE,FALSE
6807029,A,3,TRUE,FALSE
6807062,A,4,FALSE,FALSE
6807119,A,81,TRUE,FALSE
6807363,A,3,FALSE,FALSE
6807369,B,20,FALSE,FALSE
6807371,B,1,FALSE,FALSE
6807397,A,3,FALSE,FALSE
6807415,B,74,TRUE,FALSE
6807530,A,21,TRUE,FALSE
6807578,B,68,TRUE,FALSE
6807900,A,12,FALSE,FALSE
6808059,A,87,TRUE,TRUE
6808062,B,75,FALSE,FALSE
6808144,A,3,FALSE,FALSE
6808170,A,17,FALSE,FALSE
6808175,A,3,FALSE,FALSE
6808197,A,2,FALSE,FALSE
6808253,A,55,TRUE,FALSE
6808429,B,290,TRUE,TRUE
6808495,B,20,FALSE,FALSE
6808638,A,94,TRUE,FALSE
6808761,B,90,TRUE,FALSE
6808813,B,127,TRUE,TRUE
6808959,B,12,FALSE,FALSE
6809259,B,10,FALSE,FALSE
6809388,B,16,FALSE,FALSE
6809542,B,4,FALSE,FALSE
6809564,A,46,TRUE,FALSE
6809661,B,2,FALSE,FALSE
6809736,B,4,FALSE,FALSE
6809823,A,10,FALSE,FALSE
6809959,B,2,FALSE,FALSE
6810026,B,150,FALSE,TRUE
6810028,B,1,FALSE,FALSE
6810052,A,65,TRUE,FALSE
6810067,A,0,FALSE,FALSE
6810134,A,32,FALSE,FALSE
6810148,B,0,FALSE,FALSE
6810178,B,26,FALSE,FALSE
6810256,B,28,FALSE,FALSE
6810322,B,493,TRUE,TRUE
6810385,B,2,FALSE,FALSE
6810462,A,43,TRUE,FALSE
6810466,A,4,TRUE,FALSE
6810499,A,12,TRUE,FALSE
6810535,B,80,TRUE,FALSE
6810634,B,6,TRUE,FALSE
6810760,A,26,FALSE,FALSE
6810821,B,212,TRUE,TRUE
6810962,A,97,TRUE,FALSE
6811633,A,87,TRUE,FALSE
6811700,B,70,TRUE,TRUE
6812113,B,128,TRUE,FALSE
6812308,A,51,TRUE,FALSE
6812466,A,8,FALSE,FALSE
6812484,A,89,TRUE,FALSE
6812519,A,9,TRUE,FALSE
6812594,A,13,TRUE,TRUE
6812774,B,101,TRUE,FALSE
6813094,A,27,TRUE,FALSE
6813252,B,44,TRUE,TRUE
6813266,A,75,FALSE,FALSE
6813281,B,155,TRUE,FALSE
6813480,A,16,FALSE,FALSE
6813489,B,19,FALSE,FALSE
6813524,B,8,TRUE,FALSE
6813574,A,3,FALSE,FALSE
6813597,B,17,TRUE,FALSE
6813774,B,10,FALSE,FALSE
6813777,A,41,TRUE,FALSE
6813900,A,2,FALSE,FALSE
6814058,B,1,FALSE,FALSE
6814085,B,7,FALSE,TRUE
6814342,B,208,TRUE,TRUE
6814424,A,3,FALSE,FALSE
6814472,A,98,TRUE,FALSE
6814527,B,4,TRUE,FALSE
6814632,A,47,FALSE,TRUE
6814674,A,20,TRUE,FALSE
6814855,A,58,TRUE,FALSE
6815049,B,42,FALSE,FALSE
6815219,A,42,TRUE,FALSE
6815248,B,29,TRUE,FALSE
6815299,B,6,TRUE,FALSE
6815322,A,3,FALSE,FALSE
6815455,B,2,FALSE,FALSE
6815483,B,41,TRUE,TRUE
6815658,A,14,TRUE,TRUE
6815846,B,8,FALSE,FALSE
6815987,A,40,TRUE,FALSE
6816139,A,9,FALSE,FALSE
6816183,A,23,FALSE,FALSE
6816327,B,26,FALSE,FALSE
6816335,A,4,FALSE,FALSE
6816455,B,3,FALSE,FALSE
6816706,A,49,TRUE,FALSE
6816709,A,9,FALSE,FALSE
6816711,B,2,FALSE,FALSE
6816724,A,14,FALSE,FALSE
6816841,A,231,TRUE,FALSE
6816974,A,3,FALSE,FALSE
6817089,A,0,FALSE,FALSE
6817397,B,99,TRUE,TRUE
6817411,B,8,FALSE,FALSE
6817447,B,3,FALSE,FALSE
6817545,A,4,FALSE,FALSE
6817681,B,3,FALSE,FALSE
6817910,B,317,TRUE,TRUE
6817964,B,34,TRUE,FALSE
6817995,B,104,TRUE,FALSE
6818035,B,2,FALSE,FALSE
6818041,B,145,TRUE,TRUE
6818151,B,292,TRUE,FALSE
6818239,A,11,TRUE,FALSE
6818354,A,10,TRUE,FALSE
6818422,B,12,FALSE,FALSE
6818474,A,5,FALSE,FALSE
6818747,A,220,TRUE,FALSE
6818780,A,20,FALSE,FALSE
6818785,A,2,FALSE,FALSE
6819269,A,34,TRUE,FALSE
6819281,B,336,TRUE,TRUE
6819438,B,8,TRUE,FALSE
6819654,B,49,TRUE,FALSE
6820147,A,172,TRUE,TRUE
6820208,B,9,TRUE,FALSE
6820214,B,35,TRUE,TRUE
6820250,A,8,TRUE,FALSE
6820258,A,0,FALSE,FALSE
6820265,A,123,TRUE,TRUE
6820347,A,33,TRUE,FALSE
6820412,A,49,TRUE,FALSE
6820505,A,4,FALSE,FALSE
6820517,A,97,FALSE,TRUE
6820569,A,9,TRUE,FALSE
6820601,A,22,TRUE,FALSE
6820607,B,140,TRUE,FALSE
6820663,A,4,FALSE,FALSE
6820684,B,66,TRUE,FALSE
6820763,A,4,FALSE,FALSE
6820966,B,21,FALSE,FALSE
6820969,A,11,FALSE,FALSE
6821162,A,14,TRUE,FALSE
6821218,A,1,FALSE,FALSE
6821271,A,108,TRUE,FALSE
6821341,A,114,TRUE,FALSE
6821447,A,29,FALSE,FALSE
6821455,B,49,TRUE,TRUE
6821511,B,153,FALSE,FALSE
6821513,A,508,TRUE,TRUE
6821576,B,67,FALSE,TRUE
6821595,B,135,FALSE,FALSE
6821613,A,4,FALSE,FALSE
6821711,A,7,FALSE,FALSE
6821717,A,8,FALSE,FALSE
6822088,A,27,FALSE,FALSE
6822592,A,20,FALSE,FALSE
6822823,A,67,TRUE,TRUE
6822895,A,7,FALSE,FALSE
6822973,A,21,FALSE,FALSE
6823004,B,90,FALSE,FALSE
6823089,B,8,FALSE,FALSE
6823137,B,1,FALSE,FALSE
6823178,A,9,FALSE,FALSE
6823189,B,19,TRUE,TRUE
6823503,B,5,FALSE,FALSE
6824209,A,23,FALSE,FALSE
6824212,B,1,FALSE,FALSE
6824285,B,7,FALSE,FALSE
6824460,B,53,FALSE,FALSE
6824499,A,24,FALSE,FALSE
6824747,B,5,FALSE,FALSE
6825191,B,2,FALSE,FALSE
6825618,A,35,FALSE,FALSE
6825633,B,3,TRUE,FALSE
6825780,A,6,FALSE,FALSE
6825806,B,39,TRUE,FALSE
6825870,A,24,FALSE,FALSE
6825890,B,0,FALSE,FALSE
6825959,A,23,FALSE,FALSE
6825966,B,3,FALSE,FALSE
6825982,B,0,FALSE,FALSE
6826008,A,3,FALSE,FALSE
6826020,B,2,FALSE,FALSE
6826085,B,4,FALSE,FALSE
6826086,A,49,TRUE,TRUE
6826135,B,3,FALSE,FALSE
6826170,B,7,FALSE,FALSE
6826198,A,20,FALSE,FALSE
6826210,B,1,FALSE,FALSE
6826215,B,24,FALSE,FALSE
6826356,B,2,FALSE,FALSE
6826379,B,49,TRUE,FALSE
6826431,A,47,TRUE,FALSE
6826655,A,35,TRUE,TRUE
6826673,A,10,FALSE,FALSE
6826692,B,62,TRUE,FALSE
6826717,A,255,TRUE,TRUE
6826734,A,2,FALSE,FALSE
6826811,B,4,FALSE,FALSE
6826923,B,54,TRUE,FALSE
6827299,A,14,FALSE,FALSE
6827380,A,5,FALSE,FALSE
6827404,A,0,FALSE,FALSE
6827419,B,30,TRUE,FALSE
6827527,B,1,FALSE,FALSE
6827529,B,17,TRUE,FALSE
6827605,A,119,TRUE,TRUE
6827789,B,41,TRUE,TRUE
6827803,B,4,FALSE,FALSE
6827843,A,187,TRUE,FALSE
6828182,B,7,FALSE,FALSE
6828190,A,49,TRUE,TRUE
6828290,A,88,FALSE,TRUE
6828314,B,8,FALSE,TRUE
6828355,A,60,FALSE,FALSE
6828369,B,6,FALSE,FALSE
6828383,B,1370,TRUE,TRUE
6828409,B,10,TRUE,FALSE
6828436,A,460,TRUE,FALSE
6828456,B,0,FALSE,FALSE
6828461,B,11,TRUE,FALSE
6828772,A,42,TRUE,FALSE
6828833,A,2,FALSE,FALSE
6828867,A,4,FALSE,FALSE
6828871,A,143,TRUE,TRUE
6829202,B,2,FALSE,FALSE
6829336,B,0,FALSE,FALSE
6829374,A,113,TRUE,FALSE
6829438,A,19,TRUE,FALSE
6829517,A,3,TRUE,FALSE
6829731,B,3,FALSE,FALSE
6829858,A,1,FALSE,FALSE
6829883,A,27,TRUE,FALSE
6829910,A,11,FALSE,FALSE
6829990,A,34,TRUE,FALSE
6830276,B,2,FALSE,FALSE
6830423,A,2,FALSE,FALSE
6831451,A,4,FALSE,FALSE
6831555,B,1,FALSE,FALSE
6831556,B,11,FALSE,FALSE
6831614,A,4,FALSE,FALSE
6831972,A,2,FALSE,TRUE
6832005,A,2,FALSE,FALSE
6832239,A,27,FALSE,FALSE
6832460,B,8,TRUE,FALSE
6832533,B,2,FALSE,FALSE
6832571,B,1,FALSE,FALSE
6832650,A,217,TRUE,TRUE
6832708,A,23,FALSE,FALSE
6832768,B,1,FALSE,FALSE
6832784,B,19,TRUE,TRUE
6832793,B,0,FALSE,FALSE
6832821,A,252,TRUE,TRUE
6833225,B,3,FALSE,FALSE
6833310,A,0,FALSE,FALSE
6833371,A,2,FALSE,FALSE
6833378,A,39,FALSE,FALSE
6833544,A,68,TRUE,FALSE
6833571,B,54,FALSE,FALSE
6833821,B,0,FALSE,FALSE
6833825,B,28,FALSE,FALSE
6833890,A,110,TRUE,FALSE
6833937,A,6,FALSE,FALSE
6834022,A,65,TRUE,FALSE
6834226,B,1,FALSE,FALSE
6834337,A,3,FALSE,FALSE
6834480,A,6,TRUE,FALSE
6834591,B,42,TRUE,FALSE
6834634,A,36,TRUE,FALSE
6834680,A,26,FALSE,FALSE
6834700,A,30,FALSE,FALSE
6834774,A,11,FALSE,FALSE
6835127,A,32,TRUE,FALSE
6835172,A,159,TRUE,TRUE
6835174,B,185,TRUE,TRUE
6835239,B,74,FALSE,TRUE
6835261,B,31,FALSE,FALSE
6835285,B,15,FALSE,FALSE
6835344,B,67,TRUE,FALSE
6835477,A,8,FALSE,FALSE
6835502,B,9,FALSE,FALSE
6835654,A,44,TRUE,FALSE
6835729,B,9,FALSE,FALSE
6835840,B,14,TRUE,FALSE
6835875,B,32,TRUE,TRUE
6835901,B,33,FALSE,TRUE
6836100,A,4,FALSE,FALSE
6836175,A,52,TRUE,FALSE
6836266,B,95,TRUE,FALSE
6836274,A,192,TRUE,FALSE
6836301,B,78,TRUE,TRUE
6836464,A,82,TRUE,FALSE
6836812,B,2,FALSE,FALSE
6836933,B,23,FALSE,FALSE
6837222,B,20,FALSE,FALSE
6837408,A,53,TRUE,FALSE
6837427,B,51,TRUE,FALSE
6837597,A,10,FALSE,FALSE
6837601,B,50,TRUE,TRUE
6837602,B,10,FALSE,FALSE
6837856,A,24,FALSE,FALSE
6837995,A,132,TRUE,TRUE
6838048,B,350,TRUE,TRUE
6838189,A,2,FALSE,FALSE
6838248,B,9,FALSE,FALSE
6838333,A,26,FALSE,TRUE
6838362,A,53,TRUE,TRUE
6838499,B,91,TRUE,TRUE
6838712,A,13,TRUE,FALSE
6838724,B,83,TRUE,FALSE
6839023,B,5,FALSE,FALSE
6839177,A,39,TRUE,FALSE
6839192,B,3,FALSE,FALSE
6839254,B,11,TRUE,FALSE
6839260,B,1,FALSE,FALSE
6839438,A,2,FALSE,FALSE
6839595,A,58,FALSE,FALSE
6840060,A,4,FALSE,FALSE
6840233,A,21,FALSE,FALSE
6840299,A,60,FALSE,TRUE
6840482,A,5,TRUE,FALSE
6840692,B,104,TRUE,FALSE
6840854,B,21,TRUE,TRUE
6840945,B,1,FALSE,FALSE
6841004,B,0,FALSE,FALSE
6841007,A,0,FALSE,FALSE
6841114,B,0,FALSE,FALSE
6841142,B,10,FALSE,FALSE
6841367,B,2,FALSE,FALSE
6841530,A,17,FALSE,FALSE
6841540,A,57,TRUE,TRUE
6841591,B,102,TRUE,FALSE
6841604,A,18,TRUE,FALSE
6841766,B,7,FALSE,FALSE
6842267,A,26,TRUE,FALSE
6842271,B,0,FALSE,FALSE
6842345,A,409,TRUE,TRUE
6842552,A,231,TRUE,TRUE
6842672,B,3,FALSE,FALSE
6842695,B,3,FALSE,FALSE
6842726,B,4,FALSE,FALSE
6842894,B,7,FALSE,FALSE
6842913,B,0,FALSE,TRUE
6843029,A,37,FALSE,TRUE
6843091,A,10,TRUE,FALSE
6843406,A,2,TRUE,FALSE
6843474,B,25,TRUE,FALSE
6843525,A,41,FALSE,FALSE
6843583,B,151,TRUE,TRUE
6843630,A,61,TRUE,FALSE
6843689,A,9,FALSE,FALSE
6843771,A,53,TRUE,FALSE
6843824,A,60,FALSE,TRUE
6844208,A,8,FALSE,FALSE
6844296,A,40,TRUE,FALSE
6844421,B,543,TRUE,TRUE
6844458,A,0,FALSE,FALSE
6844598,B,61,FALSE,FALSE
6844774,B,1,FALSE,FALSE
6845019,A,1,FALSE,FALSE
6845069,B,11,FALSE,FALSE
6845213,B,5,FALSE,FALSE
6845317,B,17,TRUE,FALSE
6845319,A,35,TRUE,FALSE
6845434,B,0,FALSE,FALSE
6845581,B,71,TRUE,TRUE
6845710,B,70,TRUE,TRUE
6845730,B,112,TRUE,FALSE
6845787,B,15,FALSE,FALSE
6845788,B,15,FALSE,FALSE
6845835,B,5,FALSE,FALSE
6845852,A,4,FALSE,FALSE
6845855,A,2,FALSE,FALSE
6846108,B,5,FALSE,FALSE
6846145,A,58,TRUE,TRUE
6846146,B,10,FALSE,FALSE
6846153,B,53,TRUE,FALSE
6846159,B,5,FALSE,FALSE
6846282,B,3,FALSE,FALSE
6846418,B,0,FALSE,TRUE
6846428,A,1,FALSE,FALSE
6846500,B,924,TRUE,TRUE
6846793,B,10,FALSE,FALSE
6846967,A,46,TRUE,FALSE
6847046,A,0,FALSE,FALSE
6847151,A,27,FALSE,FALSE
6847299,A,54,TRUE,FALSE
6847368,B,1,FALSE,FALSE
6847554,B,5,FALSE,FALSE
6847689,B,59,TRUE,FALSE
6847729,A,0,FALSE,FALSE
6847817,B,51,TRUE,FALSE
6847822,B,3,FALSE,FALSE
6847927,A,195,TRUE,FALSE
6848029,B,15,TRUE,FALSE
6848067,B,3,FALSE,FALSE
6848084,A,256,TRUE,TRUE
6848196,A,135,TRUE,FALSE
6848332,B,8,FALSE,FALSE
6848489,B,128,TRUE,TRUE
6848534,B,15,FALSE,FALSE
6848574,B,55,FALSE,FALSE
6848617,A,9,FALSE,FALSE
6848670,B,109,TRUE,FALSE
6848806,B,5,FALSE,FALSE
6849055,B,1,FALSE,FALSE
6849243,B,27,TRUE,FALSE
6849289,A,5,FALSE,FALSE
6849330,A,30,TRUE,FALSE
6849343,B,180,TRUE,FALSE
